codice_sku,quantita,immagine_sku,ordine_tipo_componente,tipo_componente,nome_modello,modelli_correlati,descrizione_breve,tensione_alimentazione,corrente_assorbita,tipo_motore,potenza_massima,coppia_massima,materiale,trattamento_superficiale,forza_spinta,rapporto_riduzione,numero_max_schede_collegabili,velocita_angolare,velocita_anta,lunghezza_anta_max,lunghezza_asta_max,spazio_fermata,controllo_motore,tipo_finecorsa,pignone,regolazione_forza,peso_anta_max,angolo_apertura_max,temperatura_esercizio,termoprotezione,grado_protezione_ip,peso_unita,frequenza_utilizzo,larghezza_anta_max,dimensioni,scheda_elettronica,arresti_meccanici,tempo_utilizzo_continuo,tempo_apertura,encoder,tipo_rallentamento,tipo_asta,dimensione_pilastro,dispositivo_sblocco,condensatore_spunto,lunghezza,unita_misura_prezzo,icona_badge,decodifica_radio,memoria_codici_radio,collegamento,note_tecniche,corsa_stelo,dimensioni_colonna,peso_anta_cantilever,portata_pompa,staffe_fissaggio,tipo_olio,tipo_utilizzo,velocita_stelo,capacita_sollevamento,corsa_max,lunghezza_con_adattatore,diametro_motore,velocita_max,velocita_max_anta,velocita_max_carrello,peso_max_porta,dimensione_max_porta,altezza_max_serranda,larghezza_max_serranda,diametro_albero_serranda,numero_canali,frequenza_emissione,frequenza_ricezione,distanza_max_fotocellule,consumo_max,tensione_alimentazione_gen,tensione_alimentazione_accessori,temperatura_esercizio_gen,peso_operatore,altezza_min_architrave,rumorosita,velocita_rotazione_motore,velocita_rallentamento,tipologia_installazione,tipo_motoriduttore,ingressi_morsettiera,uscite_morsettiera,numero_uscite_rele,portata_contatti,numero_spire_collegabili,numero_max_lettori_bus2easy,numero_max_codici_utente,numero_max_comandi,formato_tag,durata_media_batteria,tipo_allineamento,angolo_autoallineamento,angolo_orientamento_orizzontale,tipo_contatti,microinterruttori_scambio,altezza_profilo_gomma,connettore_rapido,connettore_estraibile,connessioni,luce_cortesia,temporizzazione_lampada_cortesia,chiusura_coperchio,caratteristiche,gestione,diametro_scatole_portamolle,raffreddamento,tensione_elettroserratura,livelli_sensibilita_spira
109320,1,109320.tif,0,Modello,C720,,Motoriduttore 24V in bassa tensione,220-240V~ 50/60 Hz,,Motore a spazzole 24V,170 W,18 Nm,,,320 N,01:49:00,,,18 m/min (regolabile),,,,Sì - Regolazione elettronica,Magnetico,Z28 modulo 4,Tramite scheda elettronica,400 Kg,,-20°C ÷ +55°C,,IP44,8 Kg,100 %,15 m,304 x 180 x 282 mm,E721 incorporata,,,,Encoder elettronico,,,,,,,,,,,,Peso massimo del cancello: 400kg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63002485,1,63002485.tif ,1,Apparecchiature Elettroniche,E721,,Scheda elettronica E721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424002,1,424002.tif,9,Accessori ,,,Kit serratura di sblocco personalizzata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109321,1,109321.tif,0,Modello,C721,,Motoriduttore 24V in bassa tensione,220-240V~ 50/60 Hz,,Motore a spazzole 24V,290 W,30 Nm,,,530 N,01:49:00,,,18 m/min (regolabile),,,,Sì - Regolazione elettronica,Magnetico,Z28 modulo 4,Tramite scheda elettronica,800 Kg,,-20°C ÷ +55°C,,IP44,8 Kg,100 %,15 m,304 x 180 x 282 mm,E721 incorporata,,,,Encoder elettronico,,,,,,,,,,,,Peso massimo del cancello: 400kg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097805,1,1097805.tif,0,Modello,740,,Motoriduttore 230V,220-240V~ 50/60 Hz,,Asincrono monofase,350 W,18 Nm (*),,,450 N (*),01:25:00,,,12 m/min,,,,No,Magnetico,Z16 modulo 4,Tramite scheda elettronica,500 Kg,,-20°C ÷ +55°C,140°C,IP44,10 Kg,S3 - 30%,15 m,295 x 181 x 320 mm,740D incorporata,,,,Encoder ottico,,,,Manopola di sblocco rotativa - chiave cifrata,10 μF,,,,,,,Peso massimo del cancello: 400kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202269,1,202269.tif ,1,Apparecchiature Elettroniche,740D,,Scheda 740D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097815,1,1097815.tif,0,Modello,741,,Motoriduttore 230V,220-240V~ 50/60 Hz,,Asincrono monofase,500 W,24 Nm (*),,,650 N (*),01:25:00,,,12 m/min,,,,No,Magnetico,Z16 modulo 4,Tramite scheda elettronica,900 Kg,,-20°C ÷ +55°C,140°C,IP44,11 Kg,S3 - 40%,15 m,295 x 181 x 320 mm,740D incorporata,,,,Encoder ottico,,,,Manopola di sblocco rotativa - chiave cifrata,"12,5 μF",,,,,,,Peso massimo del cancello: 400kg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490122,2,490122.tif,5,Cremagliera,mod. 4,,Cremagliera zincata 30x12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109602,1,,0,Modello,741 C con encoder,,Motoriduttore 230V,220-240V~ 50/60 Hz,,Asincrono monofase,530 W,20 Nm (*),,,630 N (*),01:25:00,,,12 m/min,,,,Sì,Magnetico,Z16 modulo 4,Tramite scheda elettronica,900 Kg,,-20°C ÷ +55°C (**),140°C autoripristinante,IP44,"13,1 Kg",56 cicli/h,15 m,295 x 180 x 320 mm,incorporata,,,,Encoder magnetico,,,,Manopola di sblocco rotativa - chiave cifrata,12.5 μF,,,,,,,Peso massimo del cancello: 400kg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109925,1,,0,Modello,844 C Z16,,Motoriduttore 230V,220-240V~ 50/60 Hz,,,230 W,,,,1300 N,,,,1300 N,40 m,,30 mm,,,Z16 modulo 4,,1800 Kg,,-20° ÷ +55°C *,120°C autoripristinanti,IP44,16.9 Kg,Uso continuo*,,,,,,,,,,,,18 µF,,,,,,,Peso massimo del cancello: 400kg.,,,,,,,,,,,,,,9.6 m/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109926,1,,0,Modello,844,,motoriduttore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109928,1,,0,Modello,844 C 3PH,,Motoriduttore 400V,380-415V~ 3 50/60 Hz,,Asincrono trifase,950 W,62 Nm (*,,,2500 N (Z12) - 1900 N (Z16) - 1500 N (Z20) (*,01:30:00,,,"9,5 m/min (Z16) - 7,2 m/min (Z12) - 12,0 m/min (Z20)",,,,No,Induttivo con lamierino,No,,2.200 Kg (Z12) - 1.600 Kg (Z16) - 1.000 Kg (Z20),,-20°C ÷ +55°C,155°C,IP44,15 Kg,0.7,30 m (Z12) - 40 m (Z16) - 50 m (Z20),277 x 155 x 388 mm,Incorporata,,,,No,,,,,,,,,,,,"La scheda elettronica E844 3PH, fornita all'interno del motoriduttore, è compatibile con i contenitori mod. E-L-LM e può essere remotizzata all'occorrenza",,,,,,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109904,1,,0,Modello,844 R 3PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202073,1,,1,Apparecchiature Elettroniche,E844 3PH,,Scheda elettronica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7191661,1,,,Pignone,Z12,,Pignone Z12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109885,1,,0,Modello,884 MC 3PH,,Motoriduttore 400V,220-240V / 380-415V~ 3PH 50/60 Hz,,Asincrono trifase,850 W,0 ÷ 155 Nm (*),,,3.200 N (*),"1:43,2",,,,,,,No,Microinterrutore a levetta e rullino,No,Frizione bidisco in bagno d’olio,3.500 Kg,,-20°C ÷ +65°C,155°C,IP55,50 Kg,100% (fino a 2.000 Kg) - 50% (oltre 2.000 Kg),42 m,430 x 310 x 586 mm,E844 3PH incorporata,,,,No,,,,,,,,,,,,,,,,,,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737628,1,,9,Accessori ,,,Piastra di fondazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719328,1,,5,Cremagliera ,,,Cremagliera zincata 30x30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719169,1,,,Pignone,,,Pignone Z16 modulo 6 con protezione per cremagliera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109903,1,,0,Modello,C851,,Motoriduttore 230V,220-240V~ 50/60 Hz,,1.1 KW trifase a quattro poli,1.800 W,168 Nm (*),,,3.000 N (*),,,,20 ÷ 40 m/min (regolabile),,,,Su scheda elettronica,meccanici integrati + magnetico,Z28 modulo 4,,1.800 Kg,,-20°C ÷ +55°C,75°C,IP54,40 Kg,100% (T=25 °C),20 m,510 x 295 x 467 mm,E850S incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vite senza fine con lubrificazione ad olio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63003207,1,,1,Apparecchiature Elettroniche,E850S,,Scheda elettronica E850S incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737850,1,,9,Accessori,,,Piastra di fondazione C851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110600,1,,0,Modello,D600,,Attuatore elettromeccanico 24V a traino,220-240V~ 50/60 Hz,,Con spazzole 24V,220 W,,,,600 N,,,,,,,,,,,,,,-20 °C ÷ +55 °C,,Solo per uso interno (IP20),"6,2 Kg",Uso continuo,,360 x 200 x 145 mm,E600 incorporata,,,,Elettronico,,,,,,,,,,,,"Importante: le schede elett. E600/E700 HS/E1000, con la nuova tecnologia ominidec sono compatibili solamente con la ricevente XF 433/XF 868. Le automazioni D600 - D700 HS - D1000 possono essere equipaggiate solo con il lampeggiatore XL24L. Per installare lo sblocco esterno a chiave è necessario utilizzare anche l’accessorio cavo e guaina per sblocco esterno.",,,,,,,,,,,,,,,"6,6 m/min",,Vedi tabella BINARI A CINGHIA,,,,,,,,,,,,,35 mm,45 dbA,,"1,3 m/min",,,,,,,,,,,,,,,,,,,,,,230V - 40 W (max),120 s,,,,,,,
2024015,1,,1,Apparecchiature Elettroniche,E600,,Scheda elettronica E600 incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390768,1,,9,Accessori,,,Braccio ricurvo per porte sezionali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390765,1,,9,Accessori,,,Supporto centrale binario fornito di serie con binari in due pezz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390488,1,,9,Accessori,,,Cavo e guaina per sblocco esterno (applicazione alla maniglia esistente),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424591001-10,1,,9,Accessori,,,"Sblocco esterno a chiave per porte con spessore oltre i 15 mm, da 1 a 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63002425,1,,1,Apparecchiature Elettroniche,E700 HS,,Scheda elettronica E700 HS incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110601,1,,0,Modello,D1000,,Attuatore elettromeccanico 24V a traino,220-240V~ 50/60 Hz,,Con spazzole 24V,350 W,,,,1000 N,,,,,,,,,,,,,,-20 °C ÷ +55 °C,,Solo per uso interno (IP20),"6,4 Kg",Uso continuo,,360 x 200 x 145 mm,E1000 integrata,,,,Elettronico,,,,,,,,,,,,"Importante: le schede elett. E600/E700 HS/E1000, con la nuova tecnologia ominiDEC sono compatibili solamente con la ricevente XF 433/XF 868. Le automazioni D600 - D700 HS - D1000 possono essere equipaggiate solo con il lampeggiatore XL24L. Per installare lo sblocco esterno a chiave è necessario utilizzare anche l’accessorio cavo e guaina per sblocco esterno.",,,,,,,,,,,,,,,"6,6 m/min",,Vedi tabella BINARI A CINGHIA,,,,,,,,,,,,,35 mm,45 dbA,,"1,3 m/min",,,,,,,,,,,,,,,,,,,,,,230V - 40 W (max),120 s,,,,,,,
2024025,1,,1,Apparecchiature Elettroniche,E1000,,Scheda elettronica E1000 incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390548,1,,9,Accessori,GDA 2400,,Adattatore GDA 2400 per porte basculanti a contrappesi di altezza max 2400 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110123,1,,0,Modello,D550 ITT,,Nuovo modello prox disponibile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110124,1,,0,Modello,D550 Slave S/L,,Nuovo modello prox disponibile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110127,1,,0,Modello,D550 L ITT,,Nuovo modello prox disponibile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110125,1,,0,Modello,D550 L Slave,,Nuovo modello prox disponibile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022855,1,,1,Apparecchiature Elettroniche,E550,,Scheda elettronica E550 (incorporata nell'automatismo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722136,1,,9,Accessori,,,"Longherone di fissaggio lunghezza 1,5 m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722140,1,,9,Accessori,,,Longherone di fissaggio lunghezza 2 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390563,2,,9,Accessori,,,Confezioni con due bracci telescopici dritti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390564,1,,20,Installazione e assemblaggio a saldare,,,Confezioni con due bracci telescopici curvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738709,1,,9,Accessori,,,Confezioni con due bracci telescopici dritti con boccola non a saldare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736022,1,,9,Accessori,,,"Coppia tubi di trasmissione 1,5 m, supporti, installaz. con 1 operatore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390592,1,,9,Accessori,,,"Coppia tubi di trasmissione, supporti, installaz. con 2 operatori",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390607,1,,9,Accessori,,,Kit per sblocco esterno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110554,1,,9,Accessori,,,Kit per grado di protezione IP44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424551,1,,9,Accessori,,,Prolunga sblocco esterno per porte con spessore oltre i 15 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104501,1,,0,Modello,580 CBAC,,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,,Asincrono monofase,220 W,450 Nm (*),,,,,,9°15'/s (*),,,,,,,,,,,-20 °C ÷ +55 °C,120 °C,IP55,12 Kg,60 cicli/ora,,480 x 96 x 110 mm,Non compresa,,,20,,,,,,,,,,,,,,,,,"0,75 lpm (*)",,FAAC HP OIL,,,,,,,,,,15 Kg/mq,"3,50 x 3,00 (**)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104502,1,,0,Modello,580 SB,,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,,Asincrono monofase,220 W,450 Nm (*),,,,,,9°15'/s (*),,,,,,,,,,,-20 °C ÷ +55 °C,120 °C,IP55,12 Kg,,,480 x 96 x 110 mm,Non compresa,,,,,,,,,,,,,,,,,,,,,,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110597,1,,0,Modello,593,,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,,Asincrono monofase,220 W,400 Nm (*),,,,,,9°15'/s (*),,,,,,,,,,,-20 °C ÷ +55 °C,120 °C,IP55,10 Kg,50 cicli/ora,,500 x 148 x 93 mm,Non compresa,,,20,,,,,,,,,,,,,,,,,"0,75 lpm (*)",,FAAC HP OIL,,,,,,,,,,15 Kg/mq,"3,50 x 2,70 5,00 X 3,00 (con due attuatori)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722299,1,,9,Accessori,,,"Longherone di fissaggio lunghezza 1,5 m (per modello 580)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722291,1,,9,Accessori,,,"Longherone di fissaggio lunghezza 1,5 m (per modello 593)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424560001-10,1,,9,Accessori,,,Sblocco esterno a chiave per porte con spessore max 15 mm (dal n. 1 al n. 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424560101-10,1,,9,Accessori,,,Sblocco esterno a chiave per porte con spessore oltre 15 mm (dal n. 1 al n. 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390474,1,,9,Accessori,,,Kit installazione finecorsa apertura e chiusura (da abbinare alla scheda elettronica E045S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390432,1,,20,Installazione Assemblaggio meccanico,,,Confezioni con due bracci telescopici dritti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390433,1,,20,Installazione Assemblaggio meccanico,,,Confezioni con due bracci telescopici curvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390434,1,,20,Installazione Assemblaggio meccanico,,,"Coppia tubi di trasmissione, supporti laterali, installazione con 1 attuatore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390435,1,,20,Installazione Assemblaggio meccanico,,,"Coppia tubi di trasmissione, supporti laterali, installazione con 2 attuatori",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390563,2,,20,Installazione Assemblaggio a saldare ,,,Confezioni con due bracci telescopici dritti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736023,1,,20,Installazione Assemblaggio a saldare ,,,"Coppia tubi di trasmissione, supporti laterali, installazione con 1 operatore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390594,1,,20,Installazione Assemblaggio a saldare ,,,"Coppia tubi di trasmissione, supporti laterali, installazione con 2 operatori 390594 (2 op)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738706,1,,9,Accessori,,,Attuatore elettromeccanico a braccio articolato 230V,220-240V~ 50/60 Hz,,Asincrono monofase,280 W,250 Nm (*),,,,,,8 °/s (*),,,,,,,,,,120°,-20°C ÷ +55°C,140°C,IP44,"11,5 Kg",S3 - 30%,"1,8 m (3 m con elettroserratura)",412 x 133 x 134 mm,Non compresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104561,1,,0,Modello,560 CBAC,,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,,Asincrono monofase,220 W,320 Nm (*),,,-,,,"12,4 °/s (*)",,,,,,,,,,,-20 °C ÷ +55 °C,120°C,IP55,12 Kg,,"1,50 m (singolo pannello)",480 x 85 x 110 mm,Non compresa,,,,,,,,,,,,,,,,,,,,1 lpm (*),,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104562,1,,0,Modello,560 SB,,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,,Asincrono monofase,220 W,320 Nm (*),,,-,,,"12,4 °/s (*)",,,,,,,,,,,-20 °C ÷ +55 °C,120°C,IP55,12 Kg,,"2,00 m (singolo pannello)",480 x 85 x 110 mm,Non compresa,,,,,,,,,,,,,,,,,,,,1 lpm (*),,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738700,1,,9,Accessori,,,Braccio telescopico articolato con accessori per l’installazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738703,1,,9,Accessori,,,Braccio telescopico standard con accessori per l’installazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
